"SkyRefNumber","marketingtag"
"101035200004","CGA DATA MAY2015_Community/Wet Led/Local"
"111784700004","CGA DATA MAY2015_Dry Led"
"133169800004","CGA DATA MAY2015_Sports/Leisure Centres"
"131334900004","CGA DATA MAY2015_Community/Wet Led/Local"
"115288500004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400101810","CGA DATA MAY2015_Community/Wet Led/Local"
"183810600004","CGA DATA MAY2015_Community/Wet Led/Local"
"101723200004","CGA DATA MAY2015_Community/Wet Led/Local"
"120182800004","CGA DATA MAY2015_Community/Wet Led/Local"
"123726200004","CGA DATA MAY2015_Community/Wet Led/Local"
"137668200004","CGA DATA MAY2015_Community/Wet Led/Local"
"103395000004","CGA DATA MAY2015_Community/Wet Led/Local"
"102197000004","CGA DATA MAY2015_Dry Led"
"180250500004","CGA DATA MAY2015_Community/Wet Led/Local"
"140549200004","CGA DATA MAY2015_Rural Character"
"110871000004","CGA DATA MAY2015_Community/Wet Led/Local"
"123726600004","CGA DATA MAY2015_Cricket Club"
"112087100004","CGA DATA MAY2015_Community/Wet Led/Local"
"122538300004","CGA DATA MAY2015_Community/Wet Led/Local"
"127145100004","CGA DATA MAY2015_Sports/Leisure Centres"
"139348200004","CGA DATA MAY2015_Dry Led"
"181400101820","CGA DATA MAY2015_Community/Wet Led/Local"
"109571500004","CGA DATA MAY2015_Community/Wet Led/Local"
"140012300004","CGA DATA MAY2015_Community/Wet Led/Local"
"126705300004","CGA DATA MAY2015_Registered Sports & Social Club"
"141484400004","CGA DATA MAY2015_Community/Wet Led/Local"
"105884200004","CGA DATA MAY2015_Community/Wet Led/Local"
"102400600004","CGA DATA MAY2015_Community/Wet Led/Local"
"116113900004","CGA DATA MAY2015_Dry Led"
"110797900004","CGA DATA MAY2015_Community/Wet Led/Local"
"128422000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103561000004","CGA DATA MAY2015_Rugby Club"
"181400100159","CGA DATA MAY2015_Community/Wet Led/Local"
"101265100004","CGA DATA MAY2015_Golf Club"
"123727300004","CGA DATA MAY2015_Registered Sports & Social Club"
"132471800004","CGA DATA MAY2015_Dry Led"
"130028900004","CGA DATA MAY2015_Dry Led"
"140190300004","CGA DATA MAY2015_Community/Wet Led/Local"
"101625300004","CGA DATA MAY2015_Community/Wet Led/Local"
"181463800012","CGA DATA MAY2015_Community/Wet Led/Local"
"100016800984","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"117399900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103439700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100048200021","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"117620900004","CGA DATA MAY2015_Community/Wet Led/Local"
"100030100130","CGA DATA MAY2015_Community/Wet Led/Local"
"110798400004","CGA DATA MAY2015_Hotel"
"141822200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184508300004","CGA DATA MAY2015_Golf Club"
"140826500004","CGA DATA MAY2015_Community/Wet Led/Local"
"140826500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"110798800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700474","CGA DATA MAY2015_Community/Wet Led/Local"
"100064800063","CGA DATA MAY2015_Community/Wet Led/Local"
"100022400128","CGA DATA MAY2015_Circuit Bar - Young Persons"
"131922800004","CGA DATA MAY2015_Registered Social club"
"102815000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184159200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"133654900004","CGA DATA MAY2015_Golf Club"
"110110600004","CGA DATA MAY2015_Community/Wet Led/Local"
"183479700004","CGA DATA MAY2015_Community/Wet Led/Local"
"125955100004","CGA DATA MAY2015_Community/Wet Led/Local"
"140351600004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"111638800004","CGA DATA MAY2015_Community/Wet Led/Local"
"105698600004","CGA DATA MAY2015_Community/Wet Led/Local"
"103131600004","CGA DATA MAY2015_Community/Wet Led/Local"
"137813900004","CGA DATA MAY2015_Community/Wet Led/Local"
"131594300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103364600004","CGA DATA MAY2015_Community/Wet Led/Local"
"105766600004","CGA DATA MAY2015_Community/Wet Led/Local"
"103557000004","CGA DATA MAY2015_Community/Wet Led/Local"
"101113100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105376300004","CGA DATA MAY2015_Community/Wet Led/Local"
"183198100004","CGA DATA MAY2015_Community/Wet Led/Local"
"112845400004","CGA DATA MAY2015_Registered Social club"
"100453300004","CGA DATA MAY2015_Community/Wet Led/Local"
"107066900004","CGA DATA MAY2015_Community/Wet Led/Local"
"115238100004","CGA DATA MAY2015_Registered Social club"
"104321100004","CGA DATA MAY2015_Dry Led"
"115149800004","CGA DATA MAY2015_Community/Wet Led/Local"
"135792700004","CGA DATA MAY2015_Registered Social club"
"106695700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"105602400004","CGA DATA MAY2015_Community/Wet Led/Local"
"114118500004","CGA DATA MAY2015_Community/Wet Led/Local"
"124887100004","CGA DATA MAY2015_Dry Led"
"104611400004","CGA DATA MAY2015_Dry Led"
"129904000004","CGA DATA MAY2015_Hotel"
"131677600004","CGA DATA MAY2015_Branded Food Pub"
"100966300004","CGA DATA MAY2015_Community/Wet Led/Local"
"102707400004","CGA DATA MAY2015_Dry Led"
"102249000004","CGA DATA MAY2015_Community/Wet Led/Local"
"120217000004","CGA DATA MAY2015_Community/Wet Led/Local"
"122747600004","CGA DATA MAY2015_Community/Wet Led/Local"
"103442900004","CGA DATA MAY2015_Community/Wet Led/Local"
"114254000004","CGA DATA MAY2015_Golf Club"
"184036200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100015300079","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"105153200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"103428800004","CGA DATA MAY2015_Community/Wet Led/Local"
"127895600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"141903500004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102219","CGA DATA MAY2015_Community/Wet Led/Local"
"104500100004","CGA DATA MAY2015_Hotel"
"108250000004","CGA DATA MAY2015_Other Sports Club"
"142008100004","CGA DATA MAY2015_Community/Wet Led/Local"
"183862200004","CGA DATA MAY2015_Rural Character"
"141678100004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"139205100004","CGA DATA MAY2015_Community/Wet Led/Local"
"109088900004","CGA DATA MAY2015_Dry Led"
"135581700004","CGA DATA MAY2015_Community/Wet Led/Local"
"128187400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"119222000004","CGA DATA MAY2015_Community/Wet Led/Local"
"105202500004","CGA DATA MAY2015_Registered Sports & Social Club"
"181139300004","CGA DATA MAY2015_Community/Wet Led/Local"
"123123700004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"126065900004","CGA DATA MAY2015_Golf Club"
"115875100004","CGA DATA MAY2015_Community/Wet Led/Local"
"182192000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"123778300004","CGA DATA MAY2015_Dry Led"
"111459700004","CGA DATA MAY2015_Community/Wet Led/Local"
"109088400004","CGA DATA MAY2015_Dry Led"
"182128900004","CGA DATA MAY2015_Community/Wet Led/Local"
"123298800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"120759900004","CGA DATA MAY2015_Dry Led"
"108150500004","CGA DATA MAY2015_Community/Wet Led/Local"
"139040000004","CGA DATA MAY2015_Registered Sports & Social Club"
"112008300004","CGA DATA MAY2015_Community/Wet Led/Local"
"120072000004","CGA DATA MAY2015_Community/Wet Led/Local"
"100560500004","CGA DATA MAY2015_Registered Sports & Social Club"
"111272100004","CGA DATA MAY2015_Community/Wet Led/Local"
"183819800004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102178","CGA DATA MAY2015_Community/Wet Led/Local"
"134496700004","CGA DATA MAY2015_Hotel"
"141419500004","CGA DATA MAY2015_Dry Led"
"111044800004","CGA DATA MAY2015_Rural Character"
"111045200004","CGA DATA MAY2015_Dry Led"
"127016400004","CGA DATA MAY2015_Hotel"
"111460200004","CGA DATA MAY2015_Football Club"
"100699600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"181400102180","CGA DATA MAY2015_Community/Wet Led/Local"
"111889700004","CGA DATA MAY2015_Community/Wet Led/Local"
"131122300004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"139206000004","CGA DATA MAY2015_Rural Character"
"105856000004","CGA DATA MAY2015_Community/Wet Led/Local"
"129942600004","CGA DATA MAY2015_Community/Wet Led/Local"
"111460700004","CGA DATA MAY2015_Dry Led"
"121432700004","CGA DATA MAY2015_Registered Sports & Social Club"
"141753400004","CGA DATA MAY2015_Dry Led"
"120892500004","CGA DATA MAY2015_Rural Character"
"111461100004","CGA DATA MAY2015_Dry Led"
"111890100004","CGA DATA MAY2015_Community/Wet Led/Local"
"110635300004","CGA DATA MAY2015_Community/Wet Led/Local"
"112008800004","CGA DATA MAY2015_Community/Wet Led/Local"
"111461500004","CGA DATA MAY2015_Community/Wet Led/Local"
"103558000004","CGA DATA MAY2015_Community/Wet Led/Local"
"136331800004","CGA DATA MAY2015_Dry Led"
"100011700949","CGA DATA MAY2015_Hotel"
"103640100004","CGA DATA MAY2015_Community/Wet Led/Local"
"129465000004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"126688900004","CGA DATA MAY2015_Community/Wet Led/Local"
"107568700004","CGA DATA MAY2015_Community/Wet Led/Local"
"136332300004","CGA DATA MAY2015_Community/Wet Led/Local"
"116665400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100330400004","CGA DATA MAY2015_Community/Wet Led/Local"
"128982200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"114807300004","CGA DATA MAY2015_Sports/Leisure Centres"
"120932900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"185131600004","CGA DATA MAY2015_Dry Led"
"111046000004","CGA DATA MAY2015_Dry Led"
"183996100004","CGA DATA MAY2015_Community/Wet Led/Local"
"111046400004","CGA DATA MAY2015_Community/Wet Led/Local"
"123499500004","CGA DATA MAY2015_Dry Led"
"100289300004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"138313300004","CGA DATA MAY2015_Dry Led"
"105013400004","CGA DATA MAY2015_Community/Wet Led/Local"
"119690600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100011700877","CGA DATA MAY2015_Hotel"
"182103200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"110617800004","CGA DATA MAY2015_Community/Wet Led/Local"
"134375900004","CGA DATA MAY2015_Community/Wet Led/Local"
"132260100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181803700004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"110910800004","CGA DATA MAY2015_Registered Social club"
"119195000004","CGA DATA MAY2015_Hotel"
"100016200069","CGA DATA MAY2015_Hotel"
"184061300004","CGA DATA MAY2015_Community/Wet Led/Local"
"103658300004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"106548600004","CGA DATA MAY2015_Cricket Club"
"103846600004","CGA DATA MAY2015_Community/Wet Led/Local"
"110404400004","CGA DATA MAY2015_Dry Led"
"130509300004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102174","CGA DATA MAY2015_Dry Led"
"184717400004","CGA DATA MAY2015_Community/Wet Led/Local"
"116666500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"112009200004","CGA DATA MAY2015_Dry Led"
"141818600004","CGA DATA MAY2015_Community/Wet Led/Local"
"100011701107","CGA DATA MAY2015_Rural Character"
"100038700012","CGA DATA MAY2015_Dry Led"
"130861300004","CGA DATA MAY2015_Community/Wet Led/Local"
"110496100004","CGA DATA MAY2015_Community/Wet Led/Local"
"117790500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700428","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"124235800004","CGA DATA MAY2015_Registered Sports & Social Club"
"110422300004","CGA DATA MAY2015_Community/Wet Led/Local"
"132491100004","CGA DATA MAY2015_Community/Wet Led/Local"
"117045700004","CGA DATA MAY2015_Dry Led"
"112148300004","CGA DATA MAY2015_Dry Led"
"104904500004","CGA DATA MAY2015_Cricket Club"
"182918400004","CGA DATA MAY2015_Golf Club"
"135632600004","CGA DATA MAY2015_Sports/Leisure Centres"
"106284400004","CGA DATA MAY2015_Dry Led"
"181400102177","CGA DATA MAY2015_Dry Led"
"142707500004","CGA DATA MAY2015_Dry Led"
"142707600004","CGA DATA MAY2015_Community/Wet Led/Local"
"101529500004","CGA DATA MAY2015_Rural Character"
"129187900004","CGA DATA MAY2015_Community/Wet Led/Local"
"107570200004","CGA DATA MAY2015_Dry Led"
"100674200004","CGA DATA MAY2015_Community/Wet Led/Local"
"136538000004","CGA DATA MAY2015_Community/Wet Led/Local"
"181826700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100013000821","CGA DATA MAY2015_Branded Food Pub"
"102192300004","CGA DATA MAY2015_Community/Wet Led/Local"
"100811600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184606800004","CGA DATA MAY2015_Community/Wet Led/Local"
"103820300004","CGA DATA MAY2015_Hotel"
"140301900004","CGA DATA MAY2015_Sports/Leisure Centres"
"111064200004","CGA DATA MAY2015_Other Sports Club"
"107666400004","CGA DATA MAY2015_Rural Character"
"107347300004","CGA DATA MAY2015_Community/Wet Led/Local"
"121432300004","CGA DATA MAY2015_Football Club"
"117545300004","CGA DATA MAY2015_Community/Wet Led/Local"
"180913600004","CGA DATA MAY2015_Community/Wet Led/Local"
"106289300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100011700674","CGA DATA MAY2015_Circuit Bar - Young Persons"
"182606600004","CGA DATA MAY2015_Registered Social club"
"181400102181","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700243","CGA DATA MAY2015_Dry Led"
"103788000004","CGA DATA MAY2015_Football Club"
"100673600004","CGA DATA MAY2015_Community/Wet Led/Local"
"138597300004","CGA DATA MAY2015_Political (Registered) Club"
"101745400004","CGA DATA MAY2015_Community/Wet Led/Local"
"136023300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102529700004","CGA DATA MAY2015_Rugby Club"
"182606600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"121444600004","CGA DATA MAY2015_Political (Registered) Club"
"116174800004","CGA DATA MAY2015_Community/Wet Led/Local"
"130610400004","CGA DATA MAY2015_Dry Led"
"108912300004","CGA DATA MAY2015_Dry Led"
"107045100004","CGA DATA MAY2015_Dry Led"
"182628700004","CGA DATA MAY2015_Registered Sports & Social Club"
"124426200004","CGA DATA MAY2015_Rural Character"
"118967900004","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700980","CGA DATA MAY2015_Dry Led"
"185156200004","CGA DATA MAY2015_Community/Wet Led/Local"
"180146300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184694700004","CGA DATA MAY2015_Community/Wet Led/Local"
"104660200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100016800397","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100608700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"182760300004","CGA DATA MAY2015_Community/Wet Led/Local"
"122616200004","CGA DATA MAY2015_Dry Led"
"141622100004","CGA DATA MAY2015_Community/Wet Led/Local"
"185158400004","CGA DATA MAY2015_Football Club"
"185158400004","CGA DATA MAY2015_Rugby Club"
"100032400309","CGA DATA MAY2015_Community/Wet Led/Local"
"184390400032","CGA DATA MAY2015_Community/Wet Led/Local"
"184165800004","CGA DATA MAY2015_Community/Wet Led/Local"
"126188700004","CGA DATA MAY2015_Political (Registered) Club"
"121430800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"135049800004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400103266","CGA DATA MAY2015_Community/Wet Led/Local"
"137202800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"110800200004","CGA DATA MAY2015_Dry Led"
"118954500004","CGA DATA MAY2015_Dry Led"
"183507500205","CGA DATA MAY2015_Dry Led"
"135661700004","CGA DATA MAY2015_Political (Registered) Club"
"102618100004","CGA DATA MAY2015_Rugby Club"
"181400103272","CGA DATA MAY2015_Community/Wet Led/Local"
"138447100004","CGA DATA MAY2015_Community/Wet Led/Local"
"108923400004","CGA DATA MAY2015_Community/Wet Led/Local"
"181970700004","CGA DATA MAY2015_Dry Led"
"125358000004","CGA DATA MAY2015_Registered Social club"
"111476000004","CGA DATA MAY2015_Community/Wet Led/Local"
"182235400004","CGA DATA MAY2015_Dry Led"
"126179900004","CGA DATA MAY2015_Hotel"
"103497200004","CGA DATA MAY2015_Community/Wet Led/Local"
"108923800004","CGA DATA MAY2015_Rural Character"
"142638400004","CGA DATA MAY2015_Community/Wet Led/Local"
"123796100004","CGA DATA MAY2015_Registered Social club"
"137570700004","CGA DATA MAY2015_Dry Led"
"142638500004","CGA DATA MAY2015_Community/Wet Led/Local"
"120695700004","CGA DATA MAY2015_Community/Wet Led/Local"
"136115100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102678","CGA DATA MAY2015_Dry Led"
"117870700004","CGA DATA MAY2015_Branded Food Pub"
"119086000004","CGA DATA MAY2015_Rugby Club"
"120791200004","CGA DATA MAY2015_Football Club"
"100011700164","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700569","CGA DATA MAY2015_Circuit Bar - Young Persons"
"117541500004","CGA DATA MAY2015_Dry Led"
"132927400004","CGA DATA MAY2015_Other Sports Club"
"116808900004","CGA DATA MAY2015_Dry Led"
"100170300004","CGA DATA MAY2015_Community/Wet Led/Local"
"107466300004","CGA DATA MAY2015_Community/Wet Led/Local"
"138569900004","CGA DATA MAY2015_Community/Wet Led/Local"
"119358200004","CGA DATA MAY2015_Community/Wet Led/Local"
"125340200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"127610200004","CGA DATA MAY2015_Registered Sports & Social Club"
"137664400004","CGA DATA MAY2015_Dry Led"
"103798000004","CGA DATA MAY2015_Community/Wet Led/Local"
"100011700979","CGA DATA MAY2015_Dry Led"
"142050200004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"104784300004","CGA DATA MAY2015_Community/Wet Led/Local"
"117157900004","CGA DATA MAY2015_Community/Wet Led/Local"
"107575800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"106151500004","CGA DATA MAY2015_Other Sports Club"
"100016800779","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"123830600004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"116212400004","CGA DATA MAY2015_Community/Wet Led/Local"
"121381100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"183806100004","CGA DATA MAY2015_Community/Wet Led/Local"
"137164500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"102035500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"113520500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"129662500004","CGA DATA MAY2015_Hotel"
"108226100004","CGA DATA MAY2015_Community/Wet Led/Local"
"117179200004","CGA DATA MAY2015_Sports/Leisure Centres"
"116158600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"180178600124","CGA DATA MAY2015_Hotel"
"136846400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101871200004","CGA DATA MAY2015_Sports/Leisure Centres"
"135238700004","CGA DATA MAY2015_Dry Led"
"100719400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"105034000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"129407300004","CGA DATA MAY2015_Branded Food Pub"
"100122200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100022600038","CGA DATA MAY2015_Sports/Leisure Centres"
"110490600004","CGA DATA MAY2015_Political (Registered) Club"
"100047000021","CGA DATA MAY2015_Hotel"
"134139500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"181400103088","CGA DATA MAY2015_Community/Wet Led/Local"
"105198900004","CGA DATA MAY2015_Community/Wet Led/Local"
"115525300004","CGA DATA MAY2015_Branded Food Pub"
"130563100004","CGA DATA MAY2015_Branded Food Pub"
"183759700004","CGA DATA MAY2015_Community/Wet Led/Local"
"180861400004","CGA DATA MAY2015_Community/Wet Led/Local"
"135238100004","CGA DATA MAY2015_Community/Wet Led/Local"
"121833600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"131914000004","CGA DATA MAY2015_Registered Social club"
"134369200004","CGA DATA MAY2015_Rural Character"
"100011700486","CGA DATA MAY2015_Branded Food Pub"
"100011700676","CGA DATA MAY2015_Branded Food Pub"
"111557200004","CGA DATA MAY2015_Dry Led"
"107255500004","CGA DATA MAY2015_Community/Wet Led/Local"
"185073100004","CGA DATA MAY2015_Community/Wet Led/Local"
"112139800004","CGA DATA MAY2015_Dry Led"
"181400103094","CGA DATA MAY2015_Community/Wet Led/Local"
"112140200004","CGA DATA MAY2015_Registered Social club"
"139510400004","CGA DATA MAY2015_Dry Led"
"118932400004","CGA DATA MAY2015_Registered Sports Club"
"125225600004","CGA DATA MAY2015_Dry Led"
"119865300004","CGA DATA MAY2015_Registered Social club"
"120873000004","CGA DATA MAY2015_Registered Sports & Social Club"
"127665700004","CGA DATA MAY2015_Hotel"
"119499900004","CGA DATA MAY2015_Golf Club"
"100011700707","CGA DATA MAY2015_Dry Led"
"111962000004","CGA DATA MAY2015_Community/Wet Led/Local"
"182867200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"102349700004","CGA DATA MAY2015_Cricket Club"
"127666500004","CGA DATA MAY2015_Hotel"
"183507500195","CGA DATA MAY2015_Circuit Bar - Young Persons"
"119157000004","CGA DATA MAY2015_Community/Wet Led/Local"
"142597400004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"104106900004","CGA DATA MAY2015_Community/Wet Led/Local"
"101925100004","CGA DATA MAY2015_Football Club"
"101925100004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"116489900004","CGA DATA MAY2015_Dry Led"
"184526100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105017600004","CGA DATA MAY2015_Political (Registered) Club"
"141836100004","CGA DATA MAY2015_Dry Led"
"132024300004","CGA DATA MAY2015_Hotel"
"100011701051","CGA DATA MAY2015_Dry Led"
"112067900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103765100004","CGA DATA MAY2015_Hotel"
"141709900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"185148300004","CGA DATA MAY2015_Hotel"
"112213000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"129927400004","CGA DATA MAY2015_Registered Sports & Social Club"
"104255000004","CGA DATA MAY2015_Hotel"
"120714700004","CGA DATA MAY2015_Registered Sports & Social Club"
"134649300004","CGA DATA MAY2015_Hotel"
"123217500004","CGA DATA MAY2015_Community/Wet Led/Local"
"104886900004","CGA DATA MAY2015_Community/Wet Led/Local"
"114712500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"184527900004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"180256300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"107577500004","CGA DATA MAY2015_Dry Led"
"115170100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105986400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"131206800004","CGA DATA MAY2015_Community/Wet Led/Local"
"139326900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101980100004","CGA DATA MAY2015_Community/Wet Led/Local"
"102252400004","CGA DATA MAY2015_Registered Social club"
"126222000004","CGA DATA MAY2015_Dry Led"
"123873900004","CGA DATA MAY2015_Registered Social club"
"130563500004","CGA DATA MAY2015_Dry Led"
"185059000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103939900004","CGA DATA MAY2015_Community/Wet Led/Local"
"142642700004","CGA DATA MAY2015_Dry Led"
"100103700004","CGA DATA MAY2015_Registered Sports Club"
"100053400005","CGA DATA MAY2015_Circuit Bar - Young Persons"
"111856700004","CGA DATA MAY2015_Community/Wet Led/Local"
"103698000004","CGA DATA MAY2015_Hotel"
"141792800004","CGA DATA MAY2015_Hotel"
"134282700004","CGA DATA MAY2015_Community/Wet Led/Local"
"129090300004","CGA DATA MAY2015_Registered Social club"
"101214400004","CGA DATA MAY2015_Community/Wet Led/Local"
"134283100004","CGA DATA MAY2015_Community/Wet Led/Local"
"136486100004","CGA DATA MAY2015_Political (Registered) Club"
"100016800789","CGA DATA MAY2015_Circuit Bar - Young Persons"
"118373100004","CGA DATA MAY2015_Dry Led"
"104247100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100053100019","CGA DATA MAY2015_Hotel"
"134930400004","CGA DATA MAY2015_Political (Registered) Club"
"180159500004","CGA DATA MAY2015_Rugby Club"
"111934300004","CGA DATA MAY2015_Branded Food Pub"
"102974400004","CGA DATA MAY2015_Dry Led"
"105501800004","CGA DATA MAY2015_Hotel"
"134283500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100017200007","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"102633700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100011700030","CGA DATA MAY2015_Hotel"
"100046100017","CGA DATA MAY2015_Hotel"
"102920600004","CGA DATA MAY2015_Community/Wet Led/Local"
"103128500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"184293400004","CGA DATA MAY2015_Community/Wet Led/Local"
"141361100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100017200110","CGA DATA MAY2015_Community/Wet Led/Local"
"103122600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"103123900004","CGA DATA MAY2015_Golf Club"
"100345200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"104122700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100011700411","CGA DATA MAY2015_Dry Led"
"101645300004","CGA DATA MAY2015_Community/Wet Led/Local"
"182601100004","CGA DATA MAY2015_Community/Wet Led/Local"
"120715000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100011700966","CGA DATA MAY2015_Branded Food Pub"
"100011700132","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100011700504","CGA DATA MAY2015_Community/Wet Led/Local"
"181400103394","CGA DATA MAY2015_Community/Wet Led/Local"
"106219000004","CGA DATA MAY2015_Rugby Club"
"104393000004","CGA DATA MAY2015_Community/Wet Led/Local"
"136660600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"107322800004","CGA DATA MAY2015_Dry Led"
"131548500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"131052300004","CGA DATA MAY2015_Community/Wet Led/Local"
"103687200004","CGA DATA MAY2015_Hotel"
"116117800004","CGA DATA MAY2015_Dry Led"
"129297400004","CGA DATA MAY2015_Dry Led"
"101058100004","CGA DATA MAY2015_Dry Led"
"184686300004","CGA DATA MAY2015_Community/Wet Led/Local"
"123611200004","CGA DATA MAY2015_Registered Sports & Social Club"
"100015300264","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100053100100","CGA DATA MAY2015_Hotel"
"140377600004","CGA DATA MAY2015_Community/Wet Led/Local"
"182619600004","CGA DATA MAY2015_Hotel"
"102652800004","CGA DATA MAY2015_Registered Sports & Social Club"
"116533900004","CGA DATA MAY2015_Football Club"
"124805600004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"122342900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"116534200004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"105154800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"183913800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
